best2_score,best3_name,job,best1_name,best4_name,best4_score,best1_score,best3_score,best2_name,id,best5_name,best5_score,name
9.1,巾帼枭雄之义海豪情,actor,香港香港之霸王別姬,浮生六劫,8.9,9.3,9.0,大地恩情,1012788,义不容情,8.7,岳华
9.0,白线流,actor,SMAPxSMAP,白線流し～二十...,8.6,9.3,8.9,忠犬八公物语,1012812,同一屋檐下,8.6,山本圭
9.4,鲁邦三世TV版系列1,actor,海贼王,怪医黑杰克 OVA,9.1,9.5,9.1,银河英雄传说,1012847,机动战士高达008...,9.0,大塚周夫
9.1,寅次郎的故事48...,actor,西瓜,寅次郎的故事25...,8.8,9.3,8.9,寅次郎的故事15...,1012891,寅次郎的故事11...,8.6,浅丘琉璃子
8.8,勇者义彦与魔王城,actor,白色巨塔,庶务二课3,8.5,9.5,8.8,笃姬,1012897,庶务二课2,8.5,泽村一树
9.0,相棒 第7季,actor,相棒 第8季,相棒 第4季,8.9,9.0,8.9,相棒 第9季,1012904,相棒 第10季,8.8,水谷丰
8.7,SPEC：翔,actor,冰点2001,大奥·明治篇,8.1,8.7,8.5,富士台开局50周...,1012906,阿房,8.0,浅野优子
8.3,子是故人来,actor,阮玲玉,滚滚红尘,8.2,8.4,8.3,突袭吧！花样爷爷,1012937,原乡人,7.7,秦汉
8.9,银河铁道999,actor,城市猎人 第二部,城市猎人 第三部,8.7,8.9,8.7,玛雅历险记,1012941,忍者小英雄,8.7,麻上洋子
8.2,亲密姐妹,actor,被嫌弃的松子的一生,空中小姐,8.0,8.9,8.1,世界奇妙物语 01...,1013016,日本派,7.9,片平渚
8.9,圣者的行进,actor,世纪末之诗,龙樱,8.6,9.2,8.9,人间失格：假如...,1013026,春与夏~迟迟未到...,8.6,斋藤洋介
8.4,水晶之恋,actor,人间的条件(第五...,不知火检校,8.2,9.0,8.3,金环蚀,1013043,别嫔小姐,8.2,中村玉绪
9.1,麻辣教师,actor,海贼王,名侦探柯南,9.0,9.5,9.1,福音战士新剧场...,1013074,十二国记,9.0,野田顺子
8.7,大奥第一章,actor,回首又见他,法医物语,8.3,9.0,8.6,相棒,1013084,在世界的中心呼唤爱,8.3,松下由树
9.3,JOJO的奇妙冒险 ...,actor,灌篮高手,机动战士高达0079,8.8,9.5,9.0,鲁滨逊一家漂流记,1013105,浪客剑心,8.8,盐屋翼
8.2,宠物情人,actor,继续,电子情迷,7.6,8.6,7.8,离婚女律师,1013225,继续 特别篇：死...,7.3,铃木纱理奈
8.3,倾国倾城,actor,九阴真经,再见亦是老婆,8.0,8.6,8.0,大内群英,1013705,新独臂刀,8.0,姜大卫
9.1,美国历史 第一季,actor,神话剧场 第一季,夜夜迷离 第一季,8.8,9.2,8.9,白宫风云 第一季,1013729,法律与秩序：特...,8.6,布莱恩·丹内利
8.7,怪怪怪的妻子,actor,笃姬,寅次郎的故事46...,8.7,8.8,8.7,冰上恋人,1013738,人性的证明,8.6,松坂庆子
8.6,基督停留在埃博利,actor,电影史-3A 绝对...,罗丹的情人,8.1,8.7,8.2,甜蜜的生活,1013748,巴黎圣母院,8.0,阿兰·盖音
9.3,老爸老妈的浪漫...,actor,犯罪现场调查 第...,老爸老妈的浪漫...,9.1,9.3,9.1,豪斯医生  第三季,1013755,老爸老妈的浪漫...,9.1,琳德西·冯塞卡
9.1,小丘月圆,actor,通往埃文利之路 ...,言语的秘密生活,8.2,9.3,9.1,约翰·亚当斯,1013756,无姓之人,8.2,萨拉·波莉
8.9,法律与秩序：特...,actor,周六夜现场：40...,两兄弟,8.5,9.0,8.6,欲望都市  第二季,1013757,双面女间谍 第二季,8.3,布莱德利·库珀
9.2,美国老爸 第一季,actor,辛普森一家  第...,单身毒妈  第二季,8.6,9.4,8.7,辛普森一家 第二...,1013758,单身毒妈  第三季,8.5,佐伊·丹斯切尔
9.3,怪胎与书呆,actor,演员工作室：老...,老爸老妈的浪漫...,9.1,9.6,9.2,犯罪现场调查 第...,1013759,老爸老妈的浪漫...,9.1,杰森·席格尔
9.3,发展受阻 第三季,actor,我们的家,疯狂动物城,9.2,9.3,9.3,发展受阻 第二季,1013760,乡巴佬希尔一家...,8.9,杰森·贝特曼
9.3,广告狂人 第五季,actor,广告狂人 第七季,广告狂人  第四季,9.2,9.4,9.3,法律与秩序 第一季,1013762,广告狂人  第三季,9.2,詹纽瑞·琼斯
8.4,吸血鬼日记 第三季,actor,吸血鬼日记  第二季,柳暗花明,8.0,8.7,8.3,吸血鬼日记 第一季,1013763,假唱大比拼 第二季,8.0,妮娜·杜波夫
9.4,律师本色  第八季,actor,辛普森一家 第十...,燃情克利夫兰 第...,9.2,9.4,9.3,辛普森一家 第十...,1013765,黄金女郎 第一季,9.2,贝蒂·怀特
8.9,妙警贼探  第三季,actor,生活大爆炸  第四季,乡巴佬希尔一家...,8.9,9.2,8.9,70年代秀 第一季,1013767,黑吃黑 第四季,8.5,艾丽莎·杜什库
9.3,实习医生格蕾 第...,actor,威尔和格蕾丝  ...,实习医生格蕾 第...,9.1,9.3,9.1,律师本色  第八季,1013769,实习医生格蕾  ...,9.0,帕特里克·德姆西
9.2,犯罪现场调查 第...,actor,豪斯医生  第四季,新党,8.7,9.3,9.1,路易不容易 第四季,1013770,"造梦计划：""复仇...",8.6,杰瑞米·雷纳
9.3,捉鬼特工队,actor,豪斯医生  第二季,星际旅行：重返...,8.9,9.3,9.2,犯罪现场调查 第...,1013771,恶搞之家 第一季,8.7,托马斯·戴克
9.2,扪心问诊 第一季,actor,波士顿法律 第一季,24小时  第二季,8.9,9.2,8.9,越狱 第一季,1013772,谋杀 第二季,8.9,米歇尔·佛贝丝
9.0,重案疑云,actor,犯罪心理 第六季,芝加哥烈焰 第四季,8.3,9.0,8.4,欲望都市 第四季,1013774,双面女间谍 第五季,8.0,瑞秋·尼科尔斯
9.1,马丁的要事 第一季,actor,法律与秩序 第一季,老爸老妈的浪漫...,9.0,9.3,9.0,傲骨贤妻 第四季,1013775,政界小人物 第一季,8.7,阿曼达·皮特
9.5,教父(电视剧重剪版),actor,Arch Enemy: Tyr...,迷离时空(原版) ...,9.3,9.6,9.5,寂寞之鸽,1013776,教父,9.2,罗伯特·杜瓦尔
8.9,机器肉鸡 第一季,actor,为人父母 第六季,为人父母 第二季,8.5,9.1,8.8,乡巴佬希尔一家...,1013777,为人父母 第五季,8.5,戴克斯·夏普德
8.8,迷失：过去，现...,actor,迷失解密视频 第...,超感猎杀 第一季,8.7,9.0,8.8,迷失 第六季,1013779,迷失  第五季,8.7,纳威恩·安德利维斯
8.1,听说,actor,仙剑奇侠传,湄公河行动,8.0,8.3,8.1,我在垦丁天气晴,1013782,少年杨家将,7.9,彭于晏
9.7,老友记  第三季,actor,老友记 第十季,老友记  第四季,9.7,9.8,9.7,老友记 第二季,1013783,老友记  第五季,9.7,马特·勒布朗
8.8,迷失  第五季,actor,迷失 第六季,美国老爸 第一季,8.7,8.8,8.7,急诊室的故事 第...,1013790,迷失  第四季,8.6,凯文·杜兰
8.6,母与子,actor,豪斯医生  第三季,灵书妙探 第一季,8.0,9.3,8.0,吸血鬼猎人巴菲 ...,1013793,回阵,8.0,马克·布鲁卡斯
8.7,怒海潜将,actor,百战天龙 第一季,恩赐妙手：班·...,8.2,8.7,8.2,美国犯罪故事 第...,1013794,真情电波,8.1,小库珀·古丁
9.1,热·情,actor,揭秘莎士比亚 第...,爱国者,8.1,9.4,8.5,说书人,1013795,整容室  第二季,8.1,乔莉·理查德森
7.6,大侦探福尔摩斯2...,actor,千禧年三部曲,龙纹身的女孩,7.5,8.4,7.5,十四位演员的一...,1013796,普罗米修斯,7.1,努米·拉佩斯
8.0,在云端,actor,神偷奶爸,副校长 第一季,7.5,8.5,7.9,功夫熊猫2,1013797,嘻哈熊男 第一季,7.5,丹尼·麦克布耐德
9.4,唐顿庄园 第六季,actor,英国国家剧院50...,唐顿庄园  第一季,9.2,9.6,9.2,唐顿庄园：2015...,1013798,唐顿庄园：2011...,9.2,玛吉·史密斯
9.1,海军罪案调查处 ...,actor,法律与秩序 第一季,威尔和格蕾丝 第...,8.9,9.3,8.9,白宫风云 第一季,1013799,芝加哥,8.5,泰雅·迪格斯
9.4,辛普森一家 第六季,actor,辛普森一家 第九季,辛普森一家 第二季,9.4,9.5,9.4,地球,1013800,豪斯医生  第六季,9.3,詹姆斯·厄尔·琼斯
9.6,飞出个未来 第五季,actor,飞出个未来 第四季,飞出个未来  第二季,9.5,9.6,9.5,飞出个未来 第七季,1013801,飞出个未来 第六季,9.5,凯特蕾·萨加尔
8.8,与弩男同骑,actor,行尸走肉 第六季,法律与秩序：特...,8.6,8.9,8.6,行尸走肉 第七季,1013802,想起了你,8.3,诺曼·瑞杜斯
9.3,盾牌 第六季,actor,盾牌 第七季,盾牌  第二季,9.1,9.4,9.2,盾牌 第五季,1013803,白宫风云 第一季,9.1,希·庞德
8.9,偷拐抢骗,actor,两杆大烟枪,游侠笑传 第一季,8.4,9.0,8.5,游侠笑传 第二季,1013804,临时演员 第一季,8.4,维尼·琼斯
8.6,罗斯维尔 第一季,actor,犯罪侧写师 第一季,恋爱时代 第一季,8.1,8.8,8.4,吸血鬼猎人巴菲 ...,1013810,吸血鬼猎人巴菲 ...,7.7,杰森·贝尔
8.9,法律与秩序：犯...,actor,路易不容易 第三季,透明家庭 第一季,8.6,9.5,8.8,透明家庭 第二季,1013811,都市女孩 第三季,8.5,盖比·霍夫曼
8.3,巴尼的人生,actor,权力的游戏 第一季,拖家带口 第一季,7.8,9.3,8.3,寻爱之旅,1013813,光猪六壮士,7.8,马克·阿蒂
8.2,弗罗斯河上的磨房,actor,她比烟花寂寞,政客之夫,8.2,8.4,8.2,苹果园,1013814,天使的孩子,8.2,艾米丽·沃森
9.3,南城警事  第四季,actor,南城警事 第五季,法律与秩序 第一季,9.3,9.4,9.3,犯罪现场调查 第...,1013815,南城警事 第三季,9.1,肖恩·海托西
9.4,飞哥与小佛 第一季,actor,肖申克的救赎,奎斯特历险记 第...,9.3,9.6,9.4,海绵宝宝 第九季,1013817,法律与秩序 第一季,9.3,克兰西·布朗
9.2,欢乐一家亲 第一季,actor,辛普森一家 第六季,辛普森一家  第一季,9.0,9.4,9.1,冰血暴 第二季,1013834,乡巴佬希尔一家...,8.9,特德·丹森
8.8,影响电影界的七...,actor,相助,史崔特先生的故事,8.6,8.8,8.7,刺杀肯尼迪,1013835,晚安，母亲,8.5,茜茜·斯派塞克
8.8,急诊室的故事 第...,actor,急诊室的故事 第...,千谎百计 第一季,8.7,8.8,8.7,急诊室的故事 第...,1013836,急诊室的故事 第...,8.6,梅奇·费法
8.9,妙警贼探  第三季,actor,破产姐妹 第一季,妙警贼探 第四季,8.9,9.0,8.9,妙警贼探  第二季,1013837,迷失  第五季,8.7,玛莎·托马森
8.7,光荣之路,actor,24小时 第七季,盗火线,8.4,8.8,8.5,影响电影界的七...,1013838,义犬报恩,8.4,强·沃特
9.3,乡巴佬希尔一家...,actor,白宫风云  第四季,老爸老妈的浪漫...,8.9,9.3,8.9,少年正义联盟 第...,1013839,海军罪案调查处 ...,8.7,丹妮卡·麦凯拉
8.8,"遵命, 亲爱的",actor,欢乐满屋 第一季,五口之家,8.2,8.8,8.6,查理·布朗，圣...,1013840,神奇的企鹅,7.0,朱迪·斯维汀
8.5,马普尔小姐探案 ...,actor,婚外情事 第二季,路德 第三季,8.5,8.9,8.5,路德  第二季,1013841,婚外情事 第三季,8.4,露丝·威尔森
9.3,南城警事 第三季,actor,南城警事 第五季,北国风云 第一季,9.0,9.4,9.1,南城警事  第四季,1013843,守望尘世 第二季,9.0,雷吉娜·金
9.0,悲惨世界,actor,养老金,一九零零,8.7,9.0,8.8,少年派的奇幻漂流,1013845,与玛格丽特的午后,8.7,杰拉尔·德帕迪约
8.8,干杯酒吧 第一季,actor,南与北,解构爱情狂,8.5,8.9,8.8,詹姆斯·伯罗斯特辑,1013846,教父最终篇,8.3,柯尔斯蒂·艾利
9.4,白宫风云  第三季,actor,摩登家庭 第六季,如果还有明天 第...,9.3,9.4,9.3,白宫风云  第二季,1013849,傲骨贤妻 第六季,9.2,奥利弗·普莱特
9.0,欲望都市  第五季,actor,法律与秩序 第一季,千谎百计 第一季,8.7,9.3,8.9,实习医生格蕾  ...,1013851,法律与秩序：特...,8.6,丹尼尔·逊亚塔
8.6,犯罪现场调查：...,actor,犯罪现场调查 第...,犯罪现场调查：...,8.4,9.1,8.4,犯罪现场调查：...,1013852,犯罪现场调查：...,8.4,大卫·卡罗素
9.3,广告狂人 第六季,actor,广告狂人 第七季,女权天使,8.8,9.4,9.1,广告狂人 第五季,1013855,自闭历程,8.8,朱莉娅·奥蒙德
9.0,克兰弗德 第二季,actor,小不列颠  第三季,克兰弗德 第一季,9.0,9.1,9.0,歌唱神探,1013856,疯城记 第二季,9.0,艾美达·斯丹顿
8.4,街区男孩,actor,急诊室的故事 第...,传奇卧底 第二季,7.8,8.8,8.1,识骨寻踪 第一季,1013859,烈火雄心,7.4,摩里斯·切斯塔特
9.1,火线警探 第五季,actor,越狱 第一季,急诊室的故事 第...,8.8,9.2,8.9,犯罪现场调查 第...,1013860,犯罪现场调查：...,8.6,阿莫里·诺拉斯科
9.3,律师本色 第五季,actor,律师本色 第四季,律师本色 第六季,9.2,9.4,9.2,律师本色  第八季,1013862,律师本色 第七季,9.2,霍兰德·泰勒
8.9,蝙蝠侠：动画版 ...,actor,事实真相 第一季,神奇校巴,8.7,9.0,8.7,邪恶力量  第五季,1013864,星际旅行：下一...,8.7,马特·弗里沃
7.9,"我的父亲,罗穆卢斯",actor,血战钢锯岭,猫头鹰王国：守...,7.4,8.7,7.9,红磨坊,1013865,巴斯克维尔的猎犬,7.4,理查德·劳斯伯格
8.8,逃脱大师,actor,卢旺达饭店,理查三世,8.5,8.8,8.6,司法正义 第一季,1013866,亨利六世：第二部分,8.2,苏菲·奥康内多
8.7,犯罪现场调查：...,actor,怦然心动,情枭的黎明,8.6,8.9,8.6,绝望主妇 第一季,1013868,艺术家,8.4,佩内洛普·安·米勒
8.8,黑道家族 第一季,actor,法律与秩序 第一季,城市守护者第三...,8.6,9.3,8.7,24小时 第三季,1013869,犯罪现场调查：...,8.6,范妮莎·费丽托
9.2,欢乐一家亲 第一季,actor,辛普森一家 第十...,辛普森一家  第一季,9.0,9.4,9.1,犯罪现场调查 第...,1013870,乡巴佬希尔一家...,8.9,戴德里克·巴德
9.1,六尺之下 第二季,actor,六尺之下 第五季,六尺之下 第四季,9.0,9.5,9.1,六尺之下  第三季,1013871,急诊室的故事 第...,8.8,弗莱迪·罗德里格兹
9.7,犯罪现场调查：...,actor,老友记  第七季,欲望都市 第三季,9.0,9.7,9.0,老友记  第八季,1013873,费丽丝蒂 第一季,8.6,艾迪·卡希尔
8.9,罗马 第一季,actor,风骚律师 第一季,天使的孩子,8.2,9.2,8.9,罗马 第二季,1013874,鸿运赛马,7.9,凯瑞·康顿
8.8,星际之门：亚特...,actor,走遍美国,星际之门：亚特...,8.7,9.1,8.7,犯罪侧写师 第一季,1013877,星际之门：亚特...,8.7,乔·弗拉尼甘
9.2,再续前缘 第一季,actor,波士顿法律 第二季,急诊室的故事 第...,8.8,9.4,8.8,波士顿法律 第一季,1013879,政界小人物 第一季,8.7,马克·瓦雷
8.8,红颜祸水,actor,古罗马：一个帝...,扯线王子复仇记,7.2,8.8,7.5,勇敢的心,1013882,复活,7.2,凯瑟琳·麦克马克
8.4,灵书妙探  第三季,actor,千谎百计 第一季,金装律师 第四季,8.2,8.7,8.3,千谎百计  第二季,1013887,千谎百计  第三季,8.0,布伦丹·海因斯
9.3,飞哥与小佛 第四季,actor,辛普森一家  第...,机器肉鸡  第三季,9.1,9.5,9.1,辛普森一家 第二...,1013888,毁结局系列 第一季,8.9,斯坦·李
8.3,无知的声音,actor,发展受阻 第一季,你丫闭嘴！,8.0,8.7,8.3,星际之门：亚特...,1013889,替身标靶 第一季,7.4,蕾奥娜·维埃拉
9.2,糊涂侦探(1995年版),actor,老友记  第九季,急诊室的故事 第...,8.8,9.7,9.1,犯罪现场调查 第...,1013892,艾伦和她的朋友...,8.7,伊莲·亨德里克斯
8.7,家庭战争 第一季,actor,绝望主妇 第一季,木头美人,8.1,8.7,8.6,艾伦和她的朋友...,1013895,明星伙伴 第一季,8.1,威廉·罗格斯戴尔
7.6,深蓝 第二季,actor,重振球风,深蓝 第一季,7.5,7.8,7.6,圣安娜奇迹,1013901,海扁王,7.5,欧玛瑞·哈德威克
9.5,火线 第三季,actor,火线  第四季,法律与秩序 第一季,9.3,9.6,9.5,火线  第二季,1013902,火线 第一季,9.3,兰斯·莱迪克
9.0,神探阿蒙 第一季,actor,通往埃文利之路 ...,泰星来客 第一季,8.6,9.3,8.6,大地之恋,1013904,闪点行动 第一季,8.0,钱德拉·韦斯特
8.8,超能少年  第一季,actor,殊途同归 第二季,给坏小子的歌,8.0,9.2,8.6,超能少年  第二季,1013911,爱恨两边缘 第一季,8.0,罗伯特·希恩
9.5,南城警事 第五季,actor,成长的烦恼  第七季,南城警事  第四季,9.3,9.5,9.4,兄弟连,1013916,越狱 第一季,9.2,迈克尔·库立兹
8.3,查理的天使 第一季,actor,女医生 第一季,鹿苑长春,8.1,8.6,8.2,波莉安娜,1013918,失去的周末,7.9,简·怀曼
9.1,妙警贼探  第二季,actor,兄弟连,妙警贼探  第三季,8.9,9.5,8.9,妙警贼探 第六季,1013921,24小时：再活一天,8.6,罗斯·麦克科尔
9.1,沙拉斯尔弗曼的节目,actor,我的一家人 第一季,外科医生马丁 第...,8.6,9.2,8.6,罗宾汉新传 第一季,1013922,我的妈啊 第一季,8.5,露茜·彭奇
8.6,城市守护者第三...,actor,法律与秩序：犯...,妮基塔 第四季,8.3,8.8,8.6,广告狂人 第一季,1013943,妮基塔 第二季,8.1,亚伦·斯坦福
9.1,X档案 第一季,actor,法律与秩序 第一季,法律与秩序：犯...,8.8,9.3,8.9,法律与秩序 第十季,1013947,法律与秩序：特...,8.6,杰西·马丁
8.2,明日边缘,actor,马普尔小姐探案 ...,名苑猎凶,7.7,8.4,8.0,变性双面杀手,1013949,影子小队,7.7,约纳斯·阿姆斯特朗
8.5,我的脑袋会转弯,actor,费丽丝蒂 第一季,爱很复杂,7.4,8.6,7.9,宋飞正传 第一季,1013952,生活似流水,6.9,亚利桑德拉·温特沃斯
8.6,狗镇之主,actor,急诊室的故事 第...,美国金梦 第二季,8.1,8.8,8.3,法律与秩序：特...,1013959,美国金梦 第一季,8.0,维克多·罗塞克
9.2,办公室笑云 第三季,actor,飞哥与小佛 第一季,童犬艾瑞克,9.0,9.4,9.1,傲慢与偏见,1013960,办公室笑云 第二季,8.8,露茜·戴维斯
8.6,饮食大革命 第一季,actor,辛普森一家  第...,饮食大革命 第二季,8.5,9.4,8.5,美国偶像 第八季,1013961,美国偶像 第七季,8.4,瑞安·西克莱斯特
9.0,70年代秀 第一季,actor,欢乐一家亲 第一季,乡巴佬希尔一家...,8.9,9.1,8.9,艾伦秀 第一季,1013963,贝蒂·怀特九十...,8.8,玛丽·泰勒·摩尔
8.4,明星伙伴 第一季,actor,明星伙伴 第八季,郊区故事 第二季,7.5,9.0,8.1,灵书妙探 第六季,1013968,浪女大厨 第二季,7.4,雷克斯·李
8.9,无意冒犯 第二季,actor,危险关系,无意冒犯 第一季,8.4,9.1,8.8,指匠情挑,1013969,小小的善意谎言,8.2,伊莲·卡西迪
9.3,呼叫助产士：201...,actor,呼叫助产士 第三季,呼叫助产士 第一季,8.9,9.4,9.2,呼叫助产士 第四季,1013974,彼得兔和朋友们...,8.8,帕姆·费里斯
9.5,飞出个未来  第二季,actor,飞出个未来 第四季,星际旅行：原初 ...,9.4,9.6,9.5,辛普森一家 第十...,1013991,星际旅行：原初 ...,9.3,尼切尔·尼克斯
8.8,终极特警 第一季,actor,防盗者,安徒生之童话人生,8.2,9.5,8.4,摩斯探长前传 试...,1013995,父与子,8.0,芙萝拉·蒙戈马利
8.6,朝圣之路,actor,古堡情怨,临阵软脚 第五季,8.4,8.8,8.5,变身怪医,1013997,失踪 第一季,8.4,詹姆斯·内斯比特
7.7,囧女珍娜 第五季,actor,绝望主妇 第六季,囧女珍娜 第二季,7.3,8.8,7.6,囧女珍娜 第一季,1013999,囧女珍娜 第四季,7.0,博·米尔乔夫
8.8,BABY BLUE,actor,情热大陆,情热大陆 水原希...,8.3,9.1,8.5,天才嘉年华,1014006,咕咕是一只猫,8.3,菊地凛子
9.5,巨蟒剧团：几乎...,actor,巨蟒剧团之飞翔...,巨蟒剧团之飞翔...,9.3,9.7,9.5,巨蟒剧团之飞翔...,1014007,周六夜现场 第一季,9.2,格雷厄姆·查普曼
9.0,丽莎和她的朋友...,actor,辛普森一家 第九季,疯狂电视 第一季,8.8,9.5,8.9,辛普森一家  第一季,1014009,新啄木鸟伍迪,8.7,安德列·马丁
9.2,周六夜现场,actor,周六夜现场：贾...,周六夜现场 第三...,9.1,9.3,9.2,周六夜现场 第一季,1014015,马克吐温美国幽...,9.1,塞斯·梅耶斯
8.1,妙女神探 第四季,actor,火线警告 第三季,妙女神探  第二季,8.1,8.4,8.1,妙女神探 第三季,1014018,火线警告 第一季,7.9,克里斯·范斯
8.2,神奇动物在哪里,actor,法律与秩序 第一季,地铁故事,7.7,9.3,7.9,联合抵制,1014022,杰斐逊之恋,7.6,卡门·艾乔戈
9.0,干杯酒吧 第一季,actor,希区柯克长篇故...,干杯酒吧 第二季,8.4,9.3,8.8,加里森敢死队,1014028,愤怒的公牛,8.3,尼可拉斯·科拉山多
9.1,X档案 第一季,actor,风骚律师 第一季,怦然心动,8.9,9.2,8.9,欢乐一家亲 第一季,1014032,急诊室的故事 第...,8.8,凯文·韦斯曼
8.5,丛林热,actor,法律与秩序：犯...,绝地战警2,7.4,8.8,7.5,宋飞正传 第一季,1014036,绝地战警,7.4,特里萨·兰德尔
7.9,我欲为人(美版) ...,actor,苍穹浩瀚 第一季,我欲为人(美版) ...,7.6,8.1,7.8,我不在那儿,1014039,行走阴阳界,7.4,克里斯汀·哈格
